LEXICON:	pagc-converted	USA	en_US	
LEXENTRY:	SHOPPES	SHOPPING CENTER	BUILDT	
LEXENTRY:	SHOPPETTE	SHOPPING CENTER	BUILDT	
LEXENTRY:	SHOPPING	SHOPPING CENTER	BUILDT	
LEXENTRY:	SHOPPING CENT	SHOPPING CENTER	BUILDT	
LEXENTRY:	SHOPPING CENTE	SHOPPING CENTER	BUILDT	
LEXENTRY:	SHOPPING CENTER	SHOPPING CENTER	BUILDT	
LEXENTRY:	SHOPPING CNTR	SHOPPING CENTER	BUILDT	
LEXENTRY:	SHOPPING CTR	SHOPPING CENTER	BUILDT	
LEXENTRY:	SHOPPING MALL	MALL	BUILDT	
LEXENTRY:	SHOPPING PARK	SHOPPING CENTER	BUILDT	
LEXENTRY:	SHOPPING PLAZA	PLAZA	BUILDT	
LEXENTRY:	SHOPS	SHOPPING CENTER	BUILDT	
LEXENTRY:	SHORE	SHORE	WORD	
LEXENTRY:	SHP	SHOPPING CENTER	BUILDT	
LEXENTRY:	SHP CENTER	SHOPPING CENTER	BUILDT	
LEXENTRY:	SHP CT	SHOPPING CENTER	BUILDT	
LEXENTRY:	SHP CTR	SHOPPING CENTER	BUILDT	
LEXENTRY:	SHP ML	MALL	BUILDT	
LEXENTRY:	SHP PL	PLAZA	BUILDT	
LEXENTRY:	SHPCT	SHOPPING CENTER	BUILDT	
LEXENTRY:	SHPG	SHOPPING CENTER	BUILDT	
LEXENTRY:	SHPG CENTER	SHOPPING CENTER	BUILDT	
LEXENTRY:	SHPG CNTR	SHOPPING CENTER	BUILDT	
LEXENTRY:	SHPG CTR	SHOPPING CENTER	BUILDT	
LEXENTRY:	SHPML	MALL	BUILDT	
LEXENTRY:	SHPPL	PLAZA	BUILDT	
LEXENTRY:	SHR	SHORE	WORD	
LEXENTRY:	SIDE	SIDE	UNITT,WORD	
LEXENTRY:	SIDE ROAD	SIDE ROAD	TYPE	
LEXENTRY:	SITE	SITE	BUILDH,WORD	
LEXENTRY:	SIX	6	NUMBER,WORD	
LEXENTRY:	SIX MILE	SIX MILE	WORD	
LEXENTRY:	SIXTEEN	16	NUMBER,WORD	
LEXENTRY:	SIXTEEN MILE	SIXTEEN MILE	WORD	
LEXENTRY:	SIXTEENTH	16	WORD,ORD	
LEXENTRY:	SIXTH	6	WORD,ORD	
LEXENTRY:	SIXTIETH	60	WORD,ORD	
LEXENTRY:	SIXTY	60	NUMBER,WORD	
LEXENTRY:	SIXTY EIGHT	68	NUMBER,WORD	
LEXENTRY:	SIXTY EIGHTH	68	WORD,ORD	
LEXENTRY:	SIXTY FIFTH	65	WORD,ORD	
LEXENTRY:	SIXTY FIRST	61	WORD,ORD	
LEXENTRY:	SIXTY FIVE	65	NUMBER,WORD	
LEXENTRY:	SIXTY FOUR	64	NUMBER,WORD	
LEXENTRY:	SIXTY FOURTH	64	WORD,ORD	
LEXENTRY:	SIXTY NINE	69	NUMBER,WORD	
LEXENTRY:	SIXTY NINTH	69	WORD,ORD	
LEXENTRY:	SIXTY ONE	61	NUMBER,WORD	
LEXENTRY:	SIXTY SECOND	62	WORD,ORD	
LEXENTRY:	SIXTY SEVEN	67	NUMBER,WORD	
LEXENTRY:	SIXTY SEVENTH	67	WORD,ORD	
LEXENTRY:	SIXTY SIX	66	NUMBER,WORD	
LEXENTRY:	SIXTY SIXTH	66	WORD,ORD	
LEXENTRY:	SIXTY THIRD	63	WORD,ORD	
LEXENTRY:	SIXTY THREE	63	NUMBER,WORD	
LEXENTRY:	SIXTY TWO	62	NUMBER,WORD	
LEXENTRY:	SK	SASKATCHEWAN	PROV,WORD,ROAD	
LEXENTRY:	SKWY	SKYWAY	TYPE	
LEXENTRY:	SKYWAY	SKYWAY	TYPE	
LEXENTRY:	SLIP	SLIP	UNITH,WORD	
LEXENTRY:	SM	MALL	BUILDT	
LEXENTRY:	SMT	SHOPPING MART	BUILDT	
LEXENTRY:	SMT	SUMMIT	WORD	
LEXENTRY:	SNDR	SENDERO	TYPE	
LEXENTRY:	SO	SOUTH	DIRECT	
LEXENTRY:	SOTA	SOTA	WORD	
LEXENTRY:	SOTA	SOTANO	UNITH	
LEXENTRY:	SOTAN	SOTANO	UNITH	
LEXENTRY:	SOTANO	SOTANO	UNITH	
LEXENTRY:	SOUS SOL	SOUS SOL	UNITT	
LEXENTRY:	SOUTH	SOUTH	DIRECT	
LEXENTRY:	SOUTH CAROLINA	SOUTH CAROLINA	PROV,WORD	
LEXENTRY:	SOUTH COFFEYVILLE	SOUTH COFFEYVILLE	CITY	
LEXENTRY:	SOUTH DAKOTA	SOUTH DAKOTA	PROV,WORD	
LEXENTRY:	SOUTH EAST	SOUTHEAST	DIRECT	
LEXENTRY:	SOUTH EL MONTE	SOUTH EL MONTE	CITY	
LEXENTRY:	SOUTH WEST	SOUTHWEST	DIRECT	
LEXENTRY:	SOUTHBOUND	SOUTHBOUND	WORD,QUALIF	
LEXENTRY:	SOUTHEAST	SOUTHEAST	DIRECT	
LEXENTRY:	SOUTHWEST	SOUTHWEST	DIRECT	
LEXENTRY:	SP	SHOPPING PLAZA	BUILDT	
LEXENTRY:	SP	SPACE	UNITH	
LEXENTRY:	SPACE	SPACE	UNITH,WORD	
LEXENTRY:	SPC	SPACE	UNITH	
LEXENTRY:	SPDWY	SPEEDWAY	TYPE	
LEXENTRY:	SPEEDWAY	SPEEDWAY	TYPE	
LEXENTRY:	SPG	SPRING	WORD	
LEXENTRY:	SPGS	SPRING	WORD	
LEXENTRY:	SPR	SPRING	WORD	
LEXENTRY:	SPRG	SPRING	WORD	
LEXENTRY:	SPRING	SPRING	WORD	
LEXENTRY:	SPRINGS	SPRING	WORD	
LEXENTRY:	SPUR	SPUR	QUALIF,TYPE,WORD	
LEXENTRY:	SPURNGS	SPUR	WORD	
LEXENTRY:	SQ	SQUARE	TYPE,BUILDT	
LEXENTRY:	SQR	SQUARE	TYPE,BUILDT	
LEXENTRY:	SQU	SQUARE	TYPE,BUILDT	
LEXENTRY:	SQUARE	SQUARE	TYPE,BUILDT	
LEXENTRY:	SQURE	SQUARE	TYPE,BUILDT	
LEXENTRY:	SR	SIDE ROAD	TYPE	
LEXENTRY:	SR	STAR ROUTE	ROAD,RR,WORD	
LEXENTRY:	SRA	RURAL ROUTE	RR	
LEXENTRY:	SRV RD	SERVICE ROAD	TYPE	
LEXENTRY:	SRV RTE	SERVICE ROUTE	TYPE	
LEXENTRY:	SRVC	SERVICE ROAD	TYPE	
LEXENTRY:	SRVRD	SERVICE ROAD	TYPE	
LEXENTRY:	SRVRTE	SERVICE ROAD	TYPE	
LEXENTRY:	SS	SUBURBAN SERVICE	RR	
LEXENTRY:	ST	SAINT	WORD	
LEXENTRY:	ST	STREET	TYPE	
LEXENTRY:	ST AGATHA	SAINT AGATHA	CITY	
LEXENTRY:	ST ALBANS	SAINT ALBANS	CITY	
LEXENTRY:	ST ANDREWS	SAINT ANDREWS	CITY	
LEXENTRY:	ST ANN	SAINT ANN	CITY	
LEXENTRY:	ST ANN HIGHLANDS	SAINT ANN HIGHLANDS	CITY	
LEXENTRY:	ST ANNA	SAINT ANNA	CITY	
LEXENTRY:	ST ANNE	SAINT ANNE	CITY	
LEXENTRY:	ST ANSGAR	SAINT ANSGAR	CITY	
LEXENTRY:	ST ANTHONY	SAINT ANTHONY	CITY	
LEXENTRY:	ST ARMAND	SAINT ARMAND	CITY	
LEXENTRY:	ST AUBERT	SAINT AUBERT	CITY	
LEXENTRY:	ST AUGUSTA	SAINT AUGUSTA	CITY	
LEXENTRY:	ST AUGUSTINE	SAINT AUGUSTINE	CITY	
LEXENTRY:	ST AUGUSTINE BEACH	SAINT AUGUSTINE BEACH	CITY	
LEXENTRY:	ST AUGUSTINE SHORES	SAINT AUGUSTINE SHORES	CITY	
LEXENTRY:	ST AUGUSTINE SOUTH	SAINT AUGUSTINE SOUTH	CITY	
LEXENTRY:	ST BENEDICT	SAINT BENEDICT	CITY	
LEXENTRY:	ST BERNARD	SAINT BERNARD	CITY	
LEXENTRY:	ST BERNICE	SAINT BERNICE	CITY	
LEXENTRY:	ST BONAVENTURE	SAINT BONAVENTURE	CITY	
LEXENTRY:	ST BONIFACIUS	SAINT BONIFACIUS	CITY	
LEXENTRY:	ST BRIDGET	SAINT BRIDGET	CITY	
LEXENTRY:	ST CHARLES	SAINT CHARLES	CITY	
LEXENTRY:	ST CHARLES MESA	SAINT CHARLES MESA	CITY	
LEXENTRY:	ST CLAIR	SAINT CLAIR	CITY	
LEXENTRY:	ST CLAIR SHORES	SAINT CLAIR SHORES	CITY	
LEXENTRY:	ST CLAIRSVILLE	SAINT CLAIRSVILLE	CITY	
LEXENTRY:	ST CLEMENT	SAINT CLEMENT	CITY	
LEXENTRY:	ST CLERE	SAINT CLERE	CITY	
LEXENTRY:	ST CLOUD	SAINT CLOUD	CITY	
LEXENTRY:	ST COLUMBANS	SAINT COLUMBANS	CITY	
LEXENTRY:	ST CROIX	SAINT CROIX	CITY	
LEXENTRY:	ST CROIX FALLS	SAINT CROIX FALLS	CITY	
LEXENTRY:	ST DAVID	SAINT DAVID	CITY	
LEXENTRY:	ST DONATUS	SAINT DONATUS	CITY	
LEXENTRY:	ST EDWARD	SAINT EDWARD	CITY	
LEXENTRY:	ST ELIZABETH	SAINT ELIZABETH	CITY	
LEXENTRY:	ST ELMO	SAINT ELMO	CITY	
LEXENTRY:	ST FERDINAND	SAINT FERDINAND	CITY	
LEXENTRY:	ST FLORIAN	SAINT FLORIAN	CITY	
LEXENTRY:	ST FRANCIS	SAINT FRANCIS	CITY	
LEXENTRY:	ST FRANCISVILLE	SAINT FRANCISVILLE	CITY	
LEXENTRY:	ST FRANCOIS	SAINT FRANCOIS	CITY	
LEXENTRY:	ST GABRIEL	SAINT GABRIEL	CITY	
LEXENTRY:	ST GEORGE	SAINT GEORGE	CITY	
LEXENTRY:	ST GEORGE ISLAND	SAINT GEORGE ISLAND	CITY	
LEXENTRY:	ST GERMAIN	SAINT GERMAIN	CITY	
LEXENTRY:	ST HEDWIG	SAINT HEDWIG	CITY	
LEXENTRY:	ST HELEN	SAINT HELEN	CITY	
LEXENTRY:	ST HELENA	SAINT HELENA	CITY	
LEXENTRY:	ST HELENA ISLAND	SAINT HELENA ISLAND	CITY	
LEXENTRY:	ST HELENS	SAINT HELENS	CITY	
LEXENTRY:	ST HENRY	SAINT HENRY	CITY	
LEXENTRY:	ST HI	STATE HIGHWAY	ROAD	
LEXENTRY:	ST HIGHWAY	STATE HIGHWAY	ROAD	
LEXENTRY:	ST HILAIRE	SAINT HILAIRE	CITY	
LEXENTRY:	ST HWY	STATE HIGHWAY	ROAD	
LEXENTRY:	ST HY	STATE HIGHWAY	ROAD	
LEXENTRY:	ST IGNACE	SAINT IGNACE	CITY	
LEXENTRY:	ST IGNATIUS	SAINT IGNATIUS	CITY	
LEXENTRY:	ST JACOB	SAINT JACOB	CITY	
LEXENTRY:	ST JAMES	SAINT JAMES	CITY	
LEXENTRY:	ST JAMES CITY	SAINT JAMES CITY	CITY	
LEXENTRY:	ST JO	SAINT JO	CITY	
LEXENTRY:	ST JOE	SAINT JOE	CITY	
LEXENTRY:	ST JOHN	SAINT JOHN	CITY	
LEXENTRY:	ST JOHNS	SAINT JOHNS	CITY	
LEXENTRY:	ST JOHNS FREEMONT	SAINT JOHNS-FREEMONT	CITY	
LEXENTRY:	ST JOHNS-FREEMONT	SAINT JOHNS-FREEMONT	CITY	
LEXENTRY:	ST JOHNSBURY	SAINT JOHNSBURY	CITY	
LEXENTRY:	ST JOHNSVILLE	SAINT JOHNSVILLE	CITY	
LEXENTRY:	ST JOSEPH	SAINT JOSEPH	CITY	
LEXENTRY:	ST JUST	SAINT JUST	CITY	
LEXENTRY:	ST LAWRENCE	SAINT LAWRENCE	CITY	
LEXENTRY:	ST LEO	SAINT LEO	CITY	
LEXENTRY:	ST LEON	SAINT LEON	CITY	
LEXENTRY:	ST LEONARD	SAINT LEONARD	CITY	
LEXENTRY:	ST LIBORY	SAINT LIBORY	CITY	
LEXENTRY:	ST LOUIS	SAINT LOUIS	CITY	
LEXENTRY:	ST LOUIS PARK	SAINT LOUIS PARK	CITY	
LEXENTRY:	ST LOUISVILLE	SAINT LOUISVILLE	CITY	
LEXENTRY:	ST LUCAS	SAINT LUCAS	CITY	
LEXENTRY:	ST LUCIE VILLAGE	SAINT LUCIE VILLAGE	CITY	
LEXENTRY:	ST MARIE	SAINT MARIE	CITY	
LEXENTRY:	ST MARIES	SAINT MARIES	CITY	
LEXENTRY:	ST MARKS	SAINT MARKS	CITY	
LEXENTRY:	ST MARTIN	SAINT MARTIN	CITY	
LEXENTRY:	ST MARTINS	SAINT MARTINS	CITY	
LEXENTRY:	ST MARTINVILLE	SAINT MARTINVILLE	CITY	
LEXENTRY:	ST MARY	SAINT MARY	CITY	
LEXENTRY:	ST MARY OF THE WOODS	SAINT MARY OF THE WOODS	CITY	
LEXENTRY:	ST MARY'S	SAINT MARY'S	CITY	
LEXENTRY:	ST MARYS	SAINT MARYS	CITY	
LEXENTRY:	ST MARYS POINT	SAINT MARYS POINT	CITY	
LEXENTRY:	ST MATHIAS	SAINT MATHIAS	CITY	
LEXENTRY:	ST MATTHEWS	SAINT MATTHEWS	CITY	
LEXENTRY:	ST MAURICE	SAINT MAURICE	CITY	
LEXENTRY:	ST MEINRAD	SAINT MEINRAD	CITY	
LEXENTRY:	ST MICHAEL	SAINT MICHAEL	CITY	
LEXENTRY:	ST MICHAELS	SAINT MICHAELS	CITY	
LEXENTRY:	ST NAZIANZ	SAINT NAZIANZ	CITY	
LEXENTRY:	ST OLAF	SAINT OLAF	CITY	
LEXENTRY:	ST ONGE	SAINT ONGE	CITY	
LEXENTRY:	ST PARIS	SAINT PARIS	CITY	
LEXENTRY:	ST PAUL	SAINT PAUL	CITY	
LEXENTRY:	ST PAUL PARK	SAINT PAUL PARK	CITY	
LEXENTRY:	ST PAULS	SAINT PAULS	CITY	
LEXENTRY:	ST PETE BEACH	SAINT PETE BEACH	CITY	
LEXENTRY:	ST PETER	SAINT PETER	CITY	
LEXENTRY:	ST PETERS	SAINT PETERS	CITY	
LEXENTRY:	ST PETERSBURG	SAINT PETERSBURG	CITY	
LEXENTRY:	ST PIERRE	SAINT PIERRE	CITY	
LEXENTRY:	ST R	STAR ROUTE	ROAD,RR	
LEXENTRY:	ST RD	STATE ROAD	ROAD	
LEXENTRY:	ST REGIS	SAINT REGIS	CITY	
LEXENTRY:	ST REGIS FALLS	SAINT REGIS FALLS	CITY	
LEXENTRY:	ST REGIS MOHAWK	SAINT REGIS MOHAWK	CITY	
LEXENTRY:	ST REGIS PARK	SAINT REGIS PARK	CITY	
LEXENTRY:	ST ROAD	STATE ROAD	ROAD	
LEXENTRY:	ST ROBERT	SAINT ROBERT	CITY	
LEXENTRY:	ST ROSA	SAINT ROSA	CITY	
LEXENTRY:	ST ROSE	SAINT ROSE	CITY	
LEXENTRY:	ST ROUTE	STAR ROUTE	RR	
LEXENTRY:	ST ROUTE	STATE ROUTE	ROAD	
LEXENTRY:	ST RT	STAR ROUTE	RR	
LEXENTRY:	ST RT	STATE ROUTE	ROAD	
LEXENTRY:	ST RTE	STAR ROUTE	RR	
LEXENTRY:	ST RTE	STATE ROUTE	ROAD	
LEXENTRY:	ST SIMONS	SAINT SIMONS	CITY	
LEXENTRY:	ST STEPHEN	SAINT STEPHEN	CITY	
LEXENTRY:	ST STEPHENS	SAINT STEPHENS	CITY	
LEXENTRY:	ST STEPHENS CHURCH	SAINT STEPHENS CHURCH	CITY	
LEXENTRY:	ST THOMAS	SAINT THOMAS	CITY	
LEXENTRY:	ST VINCENT	SAINT VINCENT	CITY	
LEXENTRY:	ST VINCENT COLLEGE	SAINT VINCENT COLLEGE	CITY	
LEXENTRY:	ST WENDEL	SAINT WENDEL	CITY	
LEXENTRY:	ST XAVIER	SAINT XAVIER	CITY	
LEXENTRY:	STA	STATION	TYPE,BUILDT,WORD	
LEXENTRY:	STALL	STALL	UNITH,WORD	
LEXENTRY:	STAR ROUTE	STAR ROUTE	RR	
LEXENTRY:	STAR RT	STAR ROUTE	RR	
LEXENTRY:	STAT	STATION	TYPE,BUILDT,WORD	
LEXENTRY:	STATE	STATE	WORD	
LEXENTRY:	STATE	STATE ROAD	ROAD	
LEXENTRY:	STATE HI	STATE HIGHWAY	ROAD	
LEXENTRY:	STATE HIGHWAY	STATE HIGHWAY	ROAD	
LEXENTRY:	STATE HWY	STATE HIGHWAY	ROAD	
LEXENTRY:	STATE HY	STATE HIGHWAY	ROAD	
LEXENTRY:	STATE RD	STATE ROAD	ROAD	
LEXENTRY:	STATE ROAD	STATE ROAD	ROAD	
LEXENTRY:	STATE ROUTE	STATE ROUTE	ROAD	
LEXENTRY:	STATE RT	STATE ROUTE	ROAD	
LEXENTRY:	STATE RTE	STATE ROUTE	ROAD	
LEXENTRY:	STATION	STATION	TYPE,BUILDT,WORD	
LEXENTRY:	STATION FORCES	STATION FORCES	BUILDT	
LEXENTRY:	STATN	STATION	TYPE,BUILDT,WORD	
LEXENTRY:	STE	SAINTE	WORD	
LEXENTRY:	STE	SUITE	UNITH	
LEXENTRY:	STES	SUITES	BUILDT	
LEXENTRY:	STH	SOUTH	DIRECT	
LEXENTRY:	STHW	STATE HIGHWAY	ROAD	
LEXENTRY:	STHWY	STATE HIGHWAY	ROAD	
LEXENTRY:	STHY	STATE HIGHWAY	ROAD	
LEXENTRY:	STLL	STALL	UNITH	
LEXENTRY:	STN	STATION	TYPE,BUILDT,WORD	
LEXENTRY:	STN FORCES	STATION FORCES	BUILDT	
LEXENTRY:	STOP	STOP	UNITH,WORD	
LEXENTRY:	STOP & SHOP	SHOPPING CENTER	BUILDT	
LEXENTRY:	STOP & SHOP CTR	SHOPPING CENTER	BUILDT	
LEXENTRY:	STOR	STORE	UNITH,WORD	
LEXENTRY:	STORE	SHOPPING CENTER	BUILDT	
LEXENTRY:	STORE	STORE	UNITH,WORD	
LEXENTRY:	STORES	SHOPPING CENTER	BUILDT	
LEXENTRY:	STR	STREET	TYPE	
LEXENTRY:	STRA	STRAVENUE	TYPE	
LEXENTRY:	STRAV	STRAVENUE	TYPE	
LEXENTRY:	STRAVE	STRAVENUE	TYPE	
LEXENTRY:	STRAVEN	STRAVENUE	TYPE	
LEXENTRY:	STRAVENUE	STRAVENUE	TYPE	
LEXENTRY:	STRAVN	STRAVENUE	TYPE	
LEXENTRY:	STRD	STATE ROAD	TYPE	
LEXENTRY:	STREAM	STREAM	WORD	
LEXENTRY:	STREET	STREET	TYPE	
LEXENTRY:	STREETS	STREETS	WORD	
LEXENTRY:	STRIP	STRIP	WORD,TYPE	
LEXENTRY:	STRM	STREAM	WORD	
LEXENTRY:	STRP	STRIP	WORD,TYPE	
LEXENTRY:	STRT	STAR ROUTE	ROAD,RR	
LEXENTRY:	STRVN	STRAVENUE	TYPE	
LEXENTRY:	STRVNUE	STRAVENUE	TYPE	
LEXENTRY:	STS	STREETS	WORD	
LEXENTRY:	STUDIO	STUDIO	UNITH,WORD	
LEXENTRY:	SU	SUITE	UNITH	
LEXENTRY:	SUBD	SUBDIVISION	WORD,TYPE	
LEXENTRY:	SUBDIV	SUBDIVISION	WORD,TYPE	
LEXENTRY:	SUBDIVISION	SUBDIVISION	WORD,TYPE	
LEXENTRY:	SUBURBAN ROUTE	RURAL ROUTE	RR	
LEXENTRY:	SUBURBAN RT	RURAL ROUTE	RR	
LEXENTRY:	SUBURBAN RTE	RURAL ROUTE	RR	
LEXENTRY:	SUBURBAN SERVICE	SUBURBAN SERVICE	RR	
LEXENTRY:	SUD	SUD	DIRECT	
LEXENTRY:	SUD EST	SUD EST	DIRECT	
LEXENTRY:	SUD OUEST	SUD OUEST	DIRECT	
LEXENTRY:	SUDEST	SUD EST	DIRECT	
LEXENTRY:	SUDOUEST	SUD OUEST	DIRECT	
LEXENTRY:	SUIT	SUITE	UNITH,WORD	
LEXENTRY:	SUITE	SUITE	UNITH	
LEXENTRY:	SUITES	SUITES	UNITH,BUILDT	
LEXENTRY:	SUMMIT	SUMMIT	WORD	
LEXENTRY:	SUR	SOUTH	DIRECT	
LEXENTRY:	SV RTE	SERVICE ROUTE	TYPE	
LEXENTRY:	SVC RD	SERVICE ROAD	TYPE	
LEXENTRY:	SVRD	SERVICE ROAD	TYPE	
LEXENTRY:	SW	SOUTHWEST	DIRECT	
LEXENTRY:	SWP	SWAMP	WORD	
LEXENTRY:	TANK TRAIL	TANK TRAIL	TYPE	
LEXENTRY:	TEN	10	WORD,NUMBER	
LEXENTRY:	TEN MILE	TEN MILE	WORD	
LEXENTRY:	TENN	TENNESSEE	PROV,WORD,ROAD	
LEXENTRY:	TENNESSEE	TENNESSEE	PROV,WORD	
LEXENTRY:	TENTH	10	WORD,ORD	
LEXENTRY:	TER	TERRACE	TYPE	
LEXENTRY:	TERM	TERMINAL	WORD,TYPE	
LEXENTRY:	TERMINAL	TERMINAL	WORD,TYPE	
LEXENTRY:	TERR	TERRACE	TYPE	
LEXENTRY:	TERRASSE	TERRASSE	TYPE,WORD	
LEXENTRY:	TERRE NEUVE	NEWFOUNDLAND	PROV,WORD	
LEXENTRY:	TERRITOIRES DU NORD OUES	NORTHWEST TERRITORIES	PROV,WORD	
LEXENTRY:	TEX	TEXAS	PROV,WORD,ROAD	
LEXENTRY:	TEXAS	TEXAS	PROV,WORD	
LEXENTRY:	TFWY	TRAFFICWAY	TYPE	
LEXENTRY:	THE	THE	STOPWORD	
LEXENTRY:	THFR	THOROUGHFARE	TYPE	
LEXENTRY:	THICKET	THICKET	WORD,TYPE	
LEXENTRY:	THIRD	3	WORD,ORD	
LEXENTRY:	THIRTEEN	13	NUMBER,WORD	
LEXENTRY:	THIRTEEN MILE	THIRTEEN MILE	WORD	
LEXENTRY:	THIRTEENTH	13	WORD,ORD	
LEXENTRY:	THIRTIETH	30	WORD,ORD	
LEXENTRY:	THIRTY	30	NUMBER,WORD	
LEXENTRY:	THIRTY EIGHT	38	NUMBER,WORD	
LEXENTRY:	THIRTY EIGHTH	38	WORD,ORD	
LEXENTRY:	THIRTY FIFTH	35	WORD,ORD	
LEXENTRY:	THIRTY FIRST	31	WORD,ORD	
LEXENTRY:	THIRTY FIVE	35	NUMBER,WORD	
LEXENTRY:	THIRTY FOUR	34	NUMBER,WORD	
LEXENTRY:	THIRTY FOURTH	34	WORD,ORD	
LEXENTRY:	THIRTY NINE	39	NUMBER,WORD	
LEXENTRY:	THIRTY NINTH	39	WORD,ORD	
LEXENTRY:	THIRTY ONE	31	NUMBER,WORD	
LEXENTRY:	THIRTY SECOND	32	WORD,ORD	
LEXENTRY:	THIRTY SEVEN	37	NUMBER,WORD	
LEXENTRY:	THIRTY SEVENTH	37	WORD,ORD	
LEXENTRY:	THIRTY SIX	36	NUMBER,WORD	
LEXENTRY:	THIRTY SIXTH	36	WORD,ORD	
LEXENTRY:	THIRTY THIRD	33	WORD,ORD	
LEXENTRY:	THIRTY THREE	33	NUMBER,WORD	
LEXENTRY:	THIRTY TWO	32	NUMBER,WORD	
LEXENTRY:	THORO	THOROUGHFARE	TYPE	
LEXENTRY:	THOROFARE	THOROUGHFARE	TYPE	
LEXENTRY:	THOROUGHFARE	THOROUGHFARE	TYPE	
LEXENTRY:	THREE	3	NUMBER,WORD	
LEXENTRY:	THREE MILE	THREE MILE	WORD	
LEXENTRY:	THROUGHWAY	THROUGHWAY	TYPE	
LEXENTRY:	THRUWAY	THROUGHWAY	TYPE	
LEXENTRY:	THWY	THROUGHWAY	TYPE	
LEXENTRY:	TK TRL	TANK TRAIL	TYPE	
LEXENTRY:	TKTRL	TANK TRAIL	TYPE	
LEXENTRY:	TL	TRAIL	TYPE	
LEXENTRY:	TLINE	TOWNLINE	TYPE	
LEXENTRY:	TLR	TRAILER	UNITH	
LEXENTRY:	TLR COURT	TRAILER PARK	BUILDT	
LEXENTRY:	TLR CRT	TRAILER PARK	BUILDT	
LEXENTRY:	TLR CT	TRAILER PARK	BUILDT	
LEXENTRY:	TLR PARK	TRAILER PARK	BUILDT	
LEXENTRY:	TLR PK	TRAILER PARK	BUILDT	
LEXENTRY:	TLR PRK	TRAILER PARK	BUILDT	
LEXENTRY:	TN	TENNESSEE	PROV,WORD,ROAD	
LEXENTRY:	TNPK	TURNPIKE	TYPE	
LEXENTRY:	TNPKE	TURNPIKE	TYPE	
LEXENTRY:	TOP	TOP	UNITT,WORD	
LEXENTRY:	TOWER	TOWER	BUILDH,WORD	
LEXENTRY:	TOWER	TOWERS	BUILDT	
LEXENTRY:	TOWERS	TOWERS	BUILDT,BUILDH,TYPE,WORD	
LEXENTRY:	TOWN HIGHWAY	TOWN HIGHWAY	TYPE,ROAD	
LEXENTRY:	TOWN HWY	TOWN HIGHWAY	TYPE,ROAD	
LEXENTRY:	TOWN RD	TOWN ROAD	TYPE,ROAD	
LEXENTRY:	TOWN ROAD	TOWN ROAD	TYPE,ROAD	
LEXENTRY:	TOWNHOME	TOWNHOUSE	BUILDT	
LEXENTRY:	TOWNHOMES	TOWNHOUSE	BUILDT	
LEXENTRY:	TOWNHOUSE	TOWNHOUSE	BUILDT	
LEXENTRY:	TOWNHOUSES	TOWNHOUSE	BUILDT	
LEXENTRY:	TOWNLINE	TOWNLINE	TYPE	
LEXENTRY:	TOWNSHIP HIGHWAY	TOWNSHIP HIGHWAY	ROAD	
LEXENTRY:	TOWNSHIP HIWAY	TOWNSHIP HIGHWAY	ROAD	
LEXENTRY:	TOWNSHIP HWY	TOWNSHIP HIGHWAY	ROAD	
LEXENTRY:	TOWNSHIP OF WASHINGTON	TOWNSHIP OF WASHINGTON	CITY	
LEXENTRY:	TOWNSHIP RD	TOWNSHIP ROAD	ROAD	
LEXENTRY:	TOWNSHIP ROAD	TOWNSHIP ROAD	ROAD	
LEXENTRY:	TP	TRAILER PARK	BUILDT	
LEXENTRY:	TPK	TURNPIKE	TYPE,ROAD	
LEXENTRY:	TPKE	TURNPIKE	TYPE,ROAD	
LEXENTRY:	TR	TOWNSHIP ROAD	ROAD	
LEXENTRY:	TR	TRAIL	TYPE	
LEXENTRY:	TR COURT	TRAILER PARK	BUILDT	
LEXENTRY:	TR CRT	TRAILER PARK	BUILDT	
LEXENTRY:	TR CT	TRAILER PARK	BUILDT	
LEXENTRY:	TR PARK	TRAILER PARK	BUILDT	
LEXENTRY:	TR PK	TRAILER PARK	BUILDT	
LEXENTRY:	TR PRK	TRAILER PARK	BUILDT	
LEXENTRY:	TR VILLAGE	TRAILER PARK	BUILDT	
LEXENTRY:	TR VLG	TRAILER PARK	BUILDT	
LEXENTRY:	TRACE	TRACE	WORD,TYPE	
LEXENTRY:	TRACK	TRACK	WORD	
LEXENTRY:	TRAFFICWAY	TRAFFICWAY	TYPE	
LEXENTRY:	TRAIL	TRAIL	TYPE,WORD	
LEXENTRY:	TRAILER	TRAILER	UNITH,BUILDT	
LEXENTRY:	TRAILER COURT	TRAILER PARK	BUILDT	
LEXENTRY:	TRAILER CRT	TRAILER PARK	BUILDT	
LEXENTRY:	TRAILER CT	TRAILER PARK	BUILDT	
LEXENTRY:	TRAILER PARK	TRAILER PARK	BUILDT	
LEXENTRY:	TRAILER PK	TRAILER PARK	BUILDT	
LEXENTRY:	TRAILER PRK	TRAILER PARK	BUILDT	
LEXENTRY:	TRAILER VILLAGE	TRAILER PARK	BUILDT	
LEXENTRY:	TRAILER VLG	TRAILER PARK	BUILDT	
LEXENTRY:	TRAILERCOURT	TRAILER PARK	BUILDT	
LEXENTRY:	TRAILERPARK	TRAILER PARK	BUILDT	
LEXENTRY:	TRAILERS	TRAILER PARK	BUILDT	
LEXENTRY:	TRAILS	TRAIL	TYPE	
LEXENTRY:	TRAK	TRACK	WORD	
